Unnamed: 0,Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,is_multiclass,Canonical Tautomer SMILES,InChiKey,multi_taste
0,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,sweet,"Sweet, Sweetness",chemtastes_db,0,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,WZUVPPKBWHMQCE-UHFFFAOYSA-N,0
1,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,sweet,"Sweet, Sweetness",chemtastes_db,0,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,ABUUSHLXFTWWDH-UHFFFAOYSA-N,0
2,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,NPWRSXJQDKRXOR-UHFFFAOYSA-N,0
3,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,0
4,CON=C(C)C1CC=C(C=NO)CC1,CON=C(C)C1CC=C(C=NO)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CON=C(C)C1CC=C(C=NO)CC1,ZHFKNCMSPIGQBN-UHFFFAOYSA-N,0
5,COc1ccc(C(=O)C=CC(=O)O)cc1,COc1ccc(C(=O)C=CC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C(=O)C=CC(=O)O)cc1,WORYXBDHTBWLLL-UHFFFAOYSA-N,0
6,CC1=CCC(C=NO)=CC1,CC1=CCC(C=NO)=CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=CCC(C=NO)=CC1,VZFNJGQZUUAXKC-UHFFFAOYSA-N,0
7,COC(C)C1=CC=C(C=NO)CC1,COC(C)C1=CC=C(C=NO)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,COC(C)C1=CC=C(C=NO)CC1,LHQPVZOJULFHKB-UHFFFAOYSA-N,0
8,COC(C)C1=CCC(C=NO)=CC1,COC(C)C1=CCC(C=NO)=CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,COC(C)C1=CCC(C=NO)=CC1,ODUYQBRJJXCYQT-UHFFFAOYSA-N,0
9,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,SZKFMAOEZUMSRT-UHFFFAOYSA-N,0
10,CCC(O)CO,CCC(O)CO,sweet,"Sweetish, Sweetness",chemtastes_db,0,CCC(O)CO,BMRWNKZVCUKKSR-UHFFFAOYSA-N,0
11,COc1ccc(C2OCc3c(O)cccc3O2)cc1O,COc1ccc(C2OCc3c(O)cccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3c(O)cccc3O2)cc1O,ZUSWOTCOXWMAMM-UHFFFAOYSA-N,0
12,COc1ccc(C2OCc3ccccc3O2)cc1O,COc1ccc(C2OCc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3ccccc3O2)cc1O,ZBPSHUGVIISKJJ-UHFFFAOYSA-N,0
13,CC1=CC=C(C)CC1,CC1=CC=C(C)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=CC=C(C)CC1,WTCPAFWUNFLPEW-UHFFFAOYSA-N,0
14,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,FUOHSUPGQVKBMC-UHFFFAOYSA-N,0
15,OCC(O)C1OCC(O)C1O,OCC(O)C1OCC(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC(O)C1OCC(O)C1O,JNYAEWCLZODPBN-UHFFFAOYSA-N,0
16,OCC1OCC(O)C1O,OCC1OCC(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC1OCC(O)C1O,KZVAAIRBJJYZOW-UHFFFAOYSA-N,0
17,COc1ccc(C2COc3ccccc3O2)cc1O,COc1ccc(C2COc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2COc3ccccc3O2)cc1O,OBZRQUBQVYFPPH-UHFFFAOYSA-N,0
18,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,GFFHYQBDPZKUPC-UHFFFAOYSA-N,0
19,OCC1OCC(O)C(O)C1O,OCC1OCC(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC1OCC(O)C(O)C1O,MPCAJMNYNOGXPB-UHFFFAOYSA-N,0
20,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1O,sweet,"Sweet(7); Intensely sweet, Sweetness",chemtastes_db,0,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1O,UQXZSKHOYOHVIH-UHFFFAOYSA-N,0
21,OC1C(CCl)OC(O)(CCl)C1O,OC1C(CCl)OC(O)(CCl)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OC1C(CCl)OC(O)(CCl)C1O,DPQRLGLZWCGBGE-UHFFFAOYSA-N,0
22,COCC1OC(COC)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,COCC1OC(COC)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,"Sweet; Less sweet, Sweetness",chemtastes_db,0,COCC1OC(COC)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,JODNFYVZGZMBMF-UHFFFAOYSA-N,0
23,CSCC1OC(O)(CSC)C(O)C1O,CSCC1OC(O)(CSC)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,CSCC1OC(O)(CSC)C(O)C1O,AJYOGALEWMBMHN-UHFFFAOYSA-N,0
24,CC1(C(=O)O)CCCC2c3ccccc3C(C(=O)O)C21,CC1(C(=O)O)CCCC2c3ccccc3C(C(=O)O)C21,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1(C(=O)O)CCCC2c3ccccc3C(C(=O)O)C21,NUQJOTXKLQCGTF-UHFFFAOYSA-N,0
25,CC(=O)C1CC=C(C=NO)CC1,CC(=O)C1CC=C(C=NO)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC(=O)C1CC=C(C=NO)CC1,FXKFXOGPMUJIIV-UHFFFAOYSA-N,0
26,NC1(C(=O)O)CCC1,NC1(C(=O)O)CCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,NC1(C(=O)O)CCC1,FVTVMQPGKVHSEY-UHFFFAOYSA-N,0
27,OCC1OC(OC2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,OCC1OC(OC2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O,FESWLBKGLROKRB-UHFFFAOYSA-N,0
28,ON=CC1=CCCCC1,ON=CC1=CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,ON=CC1=CCCCC1,JSGGOFOHJCNNRH-UHFFFAOYSA-N,0
29,ON=CC1=CCCC1,ON=CC1=CCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,ON=CC1=CCCC1,OMUBABQLRURSKH-UHFFFAOYSA-N,0
30,CC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,CC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,LKDJEMHDPNJBCG-UHFFFAOYSA-N,0
31,O=C(O)CNC(=Nc1ccc2cn[nH]c2c1)NC1CCCCCCC1,O=C(O)CNC(=Nc1ccc2cn[nH]c2c1)NC1CCCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)CN=C(Nc1ccc2c[nH]nc2c1)NC1CCCCCCC1,FDKHUOVOWXANEP-UHFFFAOYSA-N,0
32,CC(NC(=Nc1cnc2cn[nH]c2c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cnc2cn[nH]c2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC(N=C(NCC(=O)O)Nc1cnc2c[nH]nc2c1)c1ccccc1,XUKMJAALGLUHBH-UHFFFAOYSA-N,0
33,CC1=CCCCC1,CC1=CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=CCCCC1,CTMHWPIWNRWQEG-UHFFFAOYSA-N,0
34,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,"Sweet; Very sweet, Sweetness",chemtastes_db,0,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,CHVUPQUIPWLCRD-UHFFFAOYSA-N,0
35,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,QAUQOADRYSWXIV-UHFFFAOYSA-N,0
36,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,JDGSCPQGNRGIOI-UHFFFAOYSA-N,0
37,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,ZXVNSVKNTLPWHS-UHFFFAOYSA-N,0
38,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,JKJTXVDQBBLFNG-UHFFFAOYSA-N,0
39,O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,MMRWPNLLBSGMFH-UHFFFAOYSA-N,0
40,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,FDRYLJGFQYHFHZ-UHFFFAOYSA-N,0
41,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,BZLUYDYXYGZUHE-UHFFFAOYSA-N,0
42,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,OZEWZNZJRIRASB-UHFFFAOYSA-N,0
43,COc1ccc(OCc2ccccc2C(=O)O)cc1O,COc1ccc(OCc2ccccc2C(=O)O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(OCc2ccccc2C(=O)O)cc1O,TYSGDNUDPSGIQS-UHFFFAOYSA-N,0
44,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,sweet,"Tasteless; Sweet(2), Sweetness",chemtastes_db,0,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,IMYAWDVGMAMZPE-UHFFFAOYSA-N,0
45,COc1ccc(C2Oc3ccccc3O2)cc1O,COc1ccc(C2Oc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2Oc3ccccc3O2)cc1O,RTDQZMCBSZMJJH-UHFFFAOYSA-N,0
46,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,OHXYBJBUYIITOC-UHFFFAOYSA-N,0
47,COc1ccc(C2Oc3ccccc3S2)cc1O,COc1ccc(C2Oc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2Oc3ccccc3S2)cc1O,KFPQPMPKHPKBDG-UHFFFAOYSA-N,0
48,COc1ccc(C2CSc3ccccc3S2)cc1O,COc1ccc(C2CSc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2CSc3ccccc3S2)cc1O,VAZAHFMBPZWRBK-UHFFFAOYSA-N,0
49,COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,JUHSFDMWJWDIMK-UHFFFAOYSA-N,0
50,COc1ccc(C2CSc3ccccc3O2)cc1O,COc1ccc(C2CSc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2CSc3ccccc3O2)cc1O,YTNBOYUMFVIHND-UHFFFAOYSA-N,0
51,COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,JZNWDTFNKBTGFS-UHFFFAOYSA-N,0
52,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,PZQDDXKVXZUCHR-UHFFFAOYSA-N,0
53,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,KDOANSJUGNGPNJ-UHFFFAOYSA-N,0
54,COc1ccc(C2CCc3ccccc3S2)cc1O,COc1ccc(C2CCc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2CCc3ccccc3S2)cc1O,BFUKPSYPLJKKDF-UHFFFAOYSA-N,0
55,COc1ccc(C2Sc3ccccc3S2)cc1O,COc1ccc(C2Sc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2Sc3ccccc3S2)cc1O,XHMSNDWTVQSYPW-UHFFFAOYSA-N,0
56,COc1ccc(C2Oc3ccccc3CS2)cc1O,COc1ccc(C2Oc3ccccc3CS2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2Oc3ccccc3CS2)cc1O,JBICJUNBKNSZJZ-UHFFFAOYSA-N,0
57,COc1ccc(C2OCc3ccccc3S2)cc1S,COc1ccc(C2OCc3ccccc3S2)cc1S,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3ccccc3S2)cc1S,WOACAMIODJIOBG-UHFFFAOYSA-N,0
58,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,YWECCEXWKFHHQJ-UHFFFAOYSA-N,0
59,CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,NDGITRSGTIVNLC-UHFFFAOYSA-N,0
60,CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,FYUPOMLBMAPMEY-UHFFFAOYSA-N,0
61,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,YGTUPRIZNBMOFV-UHFFFAOYSA-N,0
62,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,UIUCGMLLTRXRBF-UHFFFAOYSA-N,0
63,COc1ccc(S(=O)c2ccccc2C(=O)O)cc1,COc1ccc([S+]([O-])c2ccccc2C(=O)O)cc1,sweet,"Sweet , Sweetness",chemtastes_db,0,COc1ccc([S+]([O-])c2ccccc2C(=O)O)cc1,JUPRMFFMLYDHOW-UHFFFAOYSA-N,0
64,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,GSCKWFZZSHUKQZ-UHFFFAOYSA-N,0
65,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,SNKLFWSZMZLMET-UHFFFAOYSA-N,0
66,CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,DFBSDSBZZGXYBD-UHFFFAOYSA-N,0
67,CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,NABPVRFXAHNTNL-UHFFFAOYSA-N,0
68,COc1ccc(CCC(=O)c2ccccc2O)cc1O,COc1ccc(CCC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCC(=O)c2ccccc2O)cc1O,XEDHSMBJTTVRAU-UHFFFAOYSA-N,0
69,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,SMTLVNOHUDWEJF-UHFFFAOYSA-N,0
70,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,XLMQLNXUIKWDIK-UHFFFAOYSA-N,0
71,O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,CUXKDSIUGZTAOK-UHFFFAOYSA-N,0
72,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,SXJFPJILTZIMFA-UHFFFAOYSA-N,0
73,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,YBBNPMGIZQIAJU-UHFFFAOYSA-N,0
74,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,TYPBFKLZGDSPOL-UHFFFAOYSA-N,0
75,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,KAWOFQZCZFQCSH-UHFFFAOYSA-N,0
76,O=C(O)CNC(=Nc1ccc(Cl)nc1)NC1CCCCCCC1,O=C(O)CNC(=Nc1ccc(Cl)nc1)NC1CCCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)CN=C(Nc1ccc(Cl)nc1)NC1CCCCCCC1,XUJBJTMLSJELKP-UHFFFAOYSA-N,0
77,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,FPHONLBWKFAXPH-UHFFFAOYSA-N,0
78,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,DBXQHIXAZRJPOE-UHFFFAOYSA-N,0
79,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,FMOCZBCKZHXWRW-UHFFFAOYSA-N,0
80,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,HMWOUKMAFLHOMI-UHFFFAOYSA-N,0
81,CCOc1ccc(CCc2ccccc2)cc1O,CCOc1ccc(CCc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,CCOc1ccc(CCc2ccccc2)cc1O,UXVJXDSHHXYJGP-UHFFFAOYSA-N,0
82,COc1ccc(CC(=O)c2ccccc2O)cc1O,COc1ccc(CC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CC(=O)c2ccccc2O)cc1O,ZYDCXGXNIJCMDN-UHFFFAOYSA-N,0
83,COc1ccc(CCCc2ccccc2)cc1O,COc1ccc(CCCc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCCc2ccccc2)cc1O,RBQBXOORSUEXBG-UHFFFAOYSA-N,0
84,COc1ccc(CSc2ccccc2)cc1O,COc1ccc(CSc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CSc2ccccc2)cc1O,FKJNVNGJYCAUHQ-UHFFFAOYSA-N,0
85,COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,UJPKXJUVYZMHKT-UHFFFAOYSA-N,0
86,COc1ccc(CCc2ccccc2OC)cc1O,COc1ccc(CCc2ccccc2OC)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCc2ccccc2OC)cc1O,OIULCWSYMJCIJN-UHFFFAOYSA-N,0
87,COc1ccc(CCc2ccccc2C)cc1O,COc1ccc(CCc2ccccc2C)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCc2ccccc2C)cc1O,AVCJNOQDZCCELZ-UHFFFAOYSA-N,0
88,COc1cccc(CCc2ccc(OC)c(O)c2)c1,COc1cccc(CCc2ccc(OC)c(O)c2)c1,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1cccc(CCc2ccc(OC)c(O)c2)c1,JSSBUTWUGVPHQT-UHFFFAOYSA-N,0
89,COc1ccc(CCc2cccc(C)c2)cc1O,COc1ccc(CCc2cccc(C)c2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0,COc1ccc(CCc2cccc(C)c2)cc1O,CTOSNRCWLLGFMB-UHFFFAOYSA-N,0
90,CC=C(C)C,CC=C(C)C,sweet,"Sweet, Sweetness",chemtastes_db,0,CC=C(C)C,BKOOMYPCSUNDGP-UHFFFAOYSA-N,0
